Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_hybrid
Units,V,W,W,W,V,1/W,1/V,1/V,1/V,W,V,A,V,V,,
[0],inv_snl_ac_voltage,inv_snl_pso,inv_snl_paco,inv_snl_pdco,inv_snl_vdco,inv_snl_c0,inv_snl_c1,inv_snl_c2,inv_snl_c3,inv_snl_pnt,inv_snl_vdcmax,inv_snl_idcmax,inv_snl_mppt_low,inv_snl_mppt_hi,inv_cec_date,inv_cec_hybrid
Enphase Energy Inc : IQ7XS-96-E-ACM-US-NM [240V],240,3.78988,315,324.623,54.5,-0.00010419,-0.000300697,0.00923502,-0.0127143,0.027,64,5.95638,45,64,12/21/2023,N
Enphase Energy Inc : IQ7XS-96-E-US [208V],208,3.57715,315,326.199,54.5,-0.000117822,-0.000144027,0.0100036,-0.00621635,0.021,64,5.98531,45,64,12/21/2023,N
Enphase Energy Inc : IQ7XS-96-E-US [240V],240,3.78988,315,324.623,54.5,-0.00010419,-0.000300697,0.00923502,-0.0127143,0.027,64,5.95638,45,64,12/21/2023,N
Enphase Energy Inc : IQ8-60-2-US [240V],240,1.25652,240.285,247.723,32,-7.3616e-05,-0.00131317,-0.0388362,-0.117015,0.023,37,7.74135,27,37,7/1/2024,N
Enphase Energy Inc : IQ8-60-M-US [240V],240,1.25652,240.285,247.723,32,-7.3616e-05,-0.00131317,-0.0388362,-0.117015,0.023,37,7.74135,27,37,7/1/2024,N
Enphase Energy Inc : IQ8A-72-2-US [240V],240,1.54257,349,360.845,38.5,-6.7206e-05,-0.00097721,-0.0213936,-0.0660921,0.022,45,9.3726,32,45,7/1/2024,N
Enphase Energy Inc : IQ8A-72-M-US [240V],240,1.54257,349,360.845,38.5,-6.7206e-05,-0.00097721,-0.0213936,-0.0660921,0.022,45,9.3726,32,45,7/1/2024,N
Enphase Energy Inc : IQ8AC-72-2-US [208V],208,1.67585,344.747,359.574,36.5,-8.5016e-05,-1.73751e-05,-0.0193757,-0.0216117,0.022,45,9.85134,28,45,4/2/2024,N
Enphase Energy Inc : IQ8AC-72-2-US [240V],240,1.71726,349.33,362.094,36.5,-6.5231e-05,-0.000309786,-0.041778,-0.0524006,0.03,45,9.92039,28,45,4/2/2024,N
Enphase Energy Inc : IQ8AC-72-M-US [208V],208,1.67585,344.747,359.574,36.5,-8.5016e-05,-1.73751e-05,-0.0193757,-0.0216117,0.022,45,9.85134,28,45,7/1/2024,N
Enphase Energy Inc : IQ8AC-72-M-US [240V],240,1.71726,349.33,362.094,36.5,-6.5231e-05,-0.000309786,-0.041778,-0.0524006,0.03,45,9.92039,28,45,7/1/2024,N
Enphase Energy Inc : IQ8D-72-E-US [208V],208,2.62905,640,659.194,77.5,-3.36531e-05,-0.000132589,-0.00676736,-0.0170258,0.04265,95,8.50573,60,95,8/1/2022,N
Enphase Energy Inc : IQ8D-BAT [240V],240,9.7268,638.771,656.816,73.5,-5.38758e-05,-0.000357765,0.0030665,-0.0174357,0.0579,87,8.93628,60,87,1/2/2024,N
Enphase Energy Inc : IQ8D-BAT-240 [240V],240,9.7268,638.771,656.816,73.5,-5.38758e-05,-0.000357765,0.0030665,-0.0174357,0.0579,87,8.93628,60,87,1/2/2024,N
Enphase Energy Inc : IQ8D-BAT-DOM [240V],240,9.7268,638.771,656.816,73.5,-5.38758e-05,-0.000357765,0.0030665,-0.0174357,0.0579,87,8.93628,60,87,n/a,N
Enphase Energy Inc : IQ8H-208-72-2-US [208V],208,1.6713,359.015,372.224,40.5,-7.55974e-05,-0.000182451,0.00314062,-0.0224599,0.015,45,9.19072,36,45,4/2/2024,N
Enphase Energy Inc : IQ8H-208-72-M-US [208V],208,1.6713,359.015,372.224,40.5,-7.55974e-05,-0.000182451,0.00314062,-0.0224599,0.015,45,9.19072,36,45,4/2/2024,N
Enphase Energy Inc : IQ8H-240-72-2-US [240V],240,1.63034,380.304,393.672,40.5,-6.6118e-05,-0.000861158,-0.0224805,-0.061797,0.022,45,9.7203,36,45,7/1/2024,N
Enphase Energy Inc : IQ8H-240-72-M-US [240V],240,1.63034,380.304,393.672,40.5,-6.6118e-05,-0.000861158,-0.0224805,-0.061797,0.022,45,9.7203,36,45,7/1/2024,N
Enphase Energy Inc : IQ8H-3P-72-E-US [208V],208,4.86804,380,394.188,37,-0.000112863,-0.00157327,0.0107298,-0.0390262,0.02,45,10.6537,28.5,45,6/21/2024,N
Enphase Energy Inc : IQ8H-3P-72-M-US [208V],208,4.86804,380,394.188,37,-0.000112863,-0.00157327,0.0107298,-0.0390262,0.02,45,10.6537,28.5,45,6/21/2024,N
Enphase Energy Inc : IQ8HC-72-2-US [208V],208,1.75552,359.787,375.781,37,-9.07116e-05,4.08716e-05,-0.00805437,-0.0140879,0.026,45,10.1562,29.5,45,4/2/2024,N
Enphase Energy Inc : IQ8HC-72-2-US [240V],240,1.59349,380.054,394.727,37,-6.64325e-05,-0.000223021,-0.0109932,-0.0297506,0.022,45,10.6683,29.5,45,4/2/2024,N
Enphase Energy Inc : IQ8HC-72-M-DOM-US [240V],240,1.54905,380,394.534,37,-6.35023e-05,-0.000223165,-0.00670738,-0.0265764,0.022,45,10.6631,29.5,45,n/a,N
Enphase Energy Inc : IQ8HC-72-M-US [208V],208,1.78854,360,375.905,37,-8.99326e-05,3.7571e-05,-0.00722765,-0.0132274,0.026,45,10.1596,29.5,45,7/1/2024,N
Enphase Energy Inc : IQ8HC-72-M-US [240V],240,1.54905,380,394.534,37,-6.35023e-05,-0.000223165,-0.00670738,-0.0265764,0.022,45,10.6631,29.5,45,7/1/2024,N
Enphase Energy Inc : IQ8M-72-2-US [240V],240,1.5093,325.164,335.578,37.5,-6.82223e-05,-0.000989374,-0.0236435,-0.0693396,0.021,45,8.94874,30,45,7/1/2024,N
Enphase Energy Inc : IQ8M-72-M-US [240V],240,1.5093,325,335.406,37.5,-6.82223e-05,-0.000988544,-0.0236435,-0.0693396,0.021,45,8.94415,30,45,7/1/2024,N
Enphase Energy Inc : IQ8MC-72-2-US [208V],208,1.35827,309.549,322.033,35,-8.00578e-05,-0.000175279,-0.0198998,-0.0321717,0.025,45,9.20096,25,45,4/2/2024,N
Enphase Energy Inc : IQ8MC-72-2-US [240V],240,1.56217,320.146,331.629,35,-6.69713e-05,-0.000527116,-0.0430187,-0.0686805,0.033,45,9.47511,25,45,4/2/2024,N
Enphase Energy Inc : IQ8MC-72-M-US [208V],208,1.35827,309.549,322.033,35,-8.00578e-05,-0.000175279,-0.0198998,-0.0321717,0.025,45,9.20096,25,45,7/1/2024,N
Enphase Energy Inc : IQ8MC-72-M-US [240V],240,1.56217,320.146,331.629,35,-6.69713e-05,-0.000527116,-0.0430187,-0.0686805,0.033,45,9.47511,25,45,7/1/2024,N
Enphase Energy Inc : IQ8P-3P-72-E-DOM-US [208V],208,1.86671,475,488.456,45,-3.77188e-05,-0.000637908,-0.0170957,-0.05979,0.045,53,10.8546,35.5,53,n/a,N
Enphase Energy Inc : IQ8P-3P-72-E-US [208V],208,4.96617,475,489.013,45,-7.16387e-05,-0.000587324,0.0115606,-0.0191213,0.04,53,10.8669,35.5,53,8/21/2024,N
Enphase Energy Inc : IQ8P-3P-72-M-US [208V],208,4.96617,475,489.013,45,-7.16387e-05,-0.000587324,0.0115606,-0.0191213,0.04,53,10.8669,35.5,53,8/21/2024,N
Enphase Energy Inc : IQ8P-72-2-US [240V],240,5.89003,475,489.077,45.5,-6.96875e-05,-0.000700803,0.00954004,-0.0242026,0.067,55,10.7489,36,55,n/a,N
Enphase Energy Inc : IQ8PLUS-72-2-US [240V],240,1.41335,290.309,300.139,36,-7.50729e-05,-0.00120553,-0.0267772,-0.0860767,0.025,45,8.33719,27,45,7/1/2024,N
Enphase Energy Inc : IQ8PLUS-72-M-US [240V],240,1.41335,290.309,300.139,36,-7.50729e-05,-0.00120553,-0.0267772,-0.0860767,0.025,45,8.33719,27,45,7/1/2024,N
Enphase Energy Inc : IQ8X-80-E-US [208V],208,4.06363,359.84,375.128,51.5,-0.000112331,1.29998e-05,0.012802,0.000106555,0.012,60,7.28403,43,60,4/2/2024,N
Enphase Energy Inc : IQ8X-80-E-US [240V],240,4.47272,379.556,392.89,51.5,-9.15783e-05,-2.44465e-05,0.00826831,-0.00610093,0.026,60,7.62894,43,60,4/2/2024,N
Enphase Energy Inc : IQ8X-80-M-DOM-US [208V],208,4.06363,359.84,375.128,51.5,-0.000112331,1.29998e-05,0.012802,0.000106555,0.012,60,7.28403,43,60,n/a,N
Enphase Energy Inc : IQ8X-80-M-DOM-US [240V],240,4.47272,379.556,392.89,51.5,-9.15783e-05,-2.44465e-05,0.00826831,-0.00610093,0.026,60,7.62894,43,60,n/a,N
Enphase Energy Inc : IQ8X-80-M-US [208V],208,4.06363,359.84,375.128,51.5,-0.000112331,1.29998e-05,0.012802,0.000106555,0.012,60,7.28403,43,60,7/1/2024,N
Enphase Energy Inc : IQ8X-80-M-US [240V],240,4.47272,379.556,392.89,51.5,-9.15783e-05,-2.44465e-05,0.00826831,-0.00610093,0.026,60,7.62894,43,60,7/1/2024,N
Enphase Energy Inc : IQ8X-BAT-US [240V],240,4.99638,315,323.997,63,-9.01645e-05,7.54785e-06,0.00451508,-0.0100292,0.024,73.5,5.14281,52.5,73.5,11/12/2024,N
Enphase Energy Inc : IQ8X-BAT-US-NB [240V],240,4.99638,315,323.997,63,-9.01645e-05,7.54785e-06,0.00451508,-0.0100292,0.024,73.5,5.14281,52.5,73.5,11/12/2024,N
Enphase Energy Inc : S230-60-LL-x [208V],208,0.773997,220,227.135,32,-3.84259e-05,0.000183875,-0.00788438,-0.0424842,0.051,37,7.09796,27,37,10/15/2018,N
Enphase Energy Inc : S230-60-LL-x [240V],240,0.636657,220,226.046,32,7.55851e-06,0.000186038,-0.0403846,0.52793,0.051,37,7.06394,27,37,10/15/2018,N
Enphase Energy Inc : S280-60-LL-x [208V],208,1.16882,270,280.683,32,-6.48748e-05,8.77148e-05,-0.00681109,-0.0339385,0.051,37,8.77134,27,37,10/15/2018,N
Enphase Energy Inc : S280-60-LL-x [240V],240,1.04902,270,278.458,32,-3.7558e-05,7.50289e-05,-0.0128286,-0.0813535,0.062,37,8.70181,27,37,10/15/2018,N
Enphase Energy Inc : XACM-IQ7-LR6-60PB-300M [208V],208,1.79403,240,247.341,32,-8.95888e-05,-6.12593e-05,0.0321343,-0.00526442,0.025,37,7.72941,27,37,10/3/2022,N
Enphase Energy Inc : XACM-IQ7-LR6-60PB-300M [240V],240,1.84053,240,246.65,32,-6.81883e-05,-0.000387713,0.0319504,-0.0336968,0.025,37,7.70781,27,37,10/3/2022,N
Enphase Energy Inc : XACM-IQ7-LR6-60PB-305M [208V],208,1.79403,240,247.341,32,-8.95888e-05,-6.12593e-05,0.0321343,-0.00526442,0.025,37,7.72941,27,37,10/3/2022,N
Enphase Energy Inc : XACM-IQ7-LR6-60PB-305M [240V],240,1.84053,240,246.65,32,-6.81883e-05,-0.000387713,0.0319504,-0.0336968,0.025,37,7.70781,27,37,10/3/2022,N
Hoymiles Power Electronics Inc : HAS-11.5LV-USG1 [240V],240,58.3464,9153,9722.41,55,-8.88284e-07,-0.00127949,-0.0237089,-0.329264,6.6,60,176.771,50,60,8/12/2024,N
Hoymiles Power Electronics Inc : HAS-3.8LV-USG1 [240V],240,36.1281,3646,3845.75,55,1.74379e-06,-0.000674086,-0.0189531,0.314915,5.9865,60,69.9227,50,60,8/12/2024,N
Hoymiles Power Electronics Inc : HAS-4.8LV-USG1 [240V],240,39.7633,4559,4815.26,55,-4.43571e-07,-0.00115409,-0.0224378,-1.25735,5.9872,60,87.5501,50,60,8/12/2024,N
Hoymiles Power Electronics Inc : HAS-6.0LV-USG1 [240V],240,39.7633,4559,4815.26,55,-4.43571e-07,-0.00115409,-0.0224378,-1.25735,5.9872,60,87.5501,50,60,8/12/2024,N
Hoymiles Power Electronics Inc : HAS-7.6LV-USG1 [240V],240,43.5211,7417,7838.26,55,6.30773e-07,-0.000702465,-0.032766,0.442808,6.6685,60,142.514,50,60,8/12/2024,N
Hoymiles Power Electronics Inc : HAS-9.6LV-USG1 [240V],240,58.3464,9153,9722.41,55,-8.88284e-07,-0.00127949,-0.0237089,-0.329264,6.6,60,176.771,50,60,8/12/2024,N
Hoymiles Power Electronics Inc : HM-1000 [240V],240,1.79562,1032,1068.78,37,-4.86559e-06,-9.50841e-05,-0.00089142,-0.0344256,0.03,48,28.886,27,48,3/1/2021,N
Hoymiles Power Electronics Inc : HM-1000N [240V],240,2.01648,985,1022.72,40,-8.90632e-06,-0.000269783,-0.0383628,-0.0887727,0.11,48,25.5679,32,48,n/a,N
Hoymiles Power Electronics Inc : HM-1000NT [240V],240,2.01648,985,1022.72,40,-8.90632e-06,-0.000269783,-0.0383628,-0.0887727,0.11,48,25.5679,32,48,n/a,N
Hoymiles Power Electronics Inc : HM-1000T [240V],240,1.79562,1032,1068.78,37,-4.86559e-06,-9.50841e-05,-0.00089142,-0.0344256,0.03,48,28.886,27,48,3/1/2021,N
Hoymiles Power Electronics Inc : HM-1200 [240V],240,3.57171,1213,1263.95,40,-1.33634e-05,-0.000560105,-0.0378031,-0.0868401,0.01461,48,31.5987,32,48,3/1/2021,N
Hoymiles Power Electronics Inc : HM-1200N [240V],240,3.57171,1213,1263.95,40,-1.33634e-05,-0.000560105,-0.0378031,-0.0868401,0.01461,48,31.5987,32,48,8/11/2023,N
Hoymiles Power Electronics Inc : HM-1200NT [240V],240,3.57171,1213,1263.95,40,-1.33634e-05,-0.000560105,-0.0378031,-0.0868401,0.01461,48,31.5987,32,48,8/11/2023,N
Hoymiles Power Electronics Inc : HM-1200T [240V],240,3.57171,1213,1263.95,40,-1.33634e-05,-0.000560105,-0.0378031,-0.0868401,0.01461,48,31.5987,32,48,3/1/2021,N
Hoymiles Power Electronics Inc : HM-1500 [240V],240,3.91094,1551,1609.53,42,-5.37041e-06,-0.000546252,-0.07683,-0.231669,0.03,48,38.3221,36,48,3/1/2021,N
Hoymiles Power Electronics Inc : HM-1500N [208V],208,5.47553,1440,1498.14,42,-1.06673e-05,-3.17945e-05,0.0104628,-0.00170637,0.01461,48,35.6701,36,48,1/22/2024,N
Hoymiles Power Electronics Inc : HM-1500N [240V],240,2.30444,1439,1492.19,42,-2.34851e-06,-0.000354018,-0.0918932,-0.356893,0.11,48,35.5283,36,48,8/11/2023,N
Hoymiles Power Electronics Inc : HM-1500NT [208V],208,5.47553,1440,1498.14,42,-1.06673e-05,-3.17945e-05,0.0104628,-0.00170637,0.01461,48,35.6701,36,48,1/22/2024,N
Hoymiles Power Electronics Inc : HM-1500NT [240V],240,2.30444,1439,1492.19,42,-2.34851e-06,-0.000354018,-0.0918932,-0.356893,0.11,48,35.5283,36,48,8/11/2023,N
Hoymiles Power Electronics Inc : HM-1500T [240V],240,3.91094,1551,1609.53,42,-5.37041e-06,-0.000546252,-0.07683,-0.231669,0.03,48,38.3221,36,48,3/1/2021,N
Hoymiles Power Electronics Inc : HM-300N [240V],240,0.675633,295.418,306.286,40,-1.46103e-05,-0.000162033,-0.0323567,-0.154323,0.105,48,7.65714,33,48,4/11/2023,N
Hoymiles Power Electronics Inc : HM-300NA [240V],240,0.548355,295.42,306.346,40,-1.41849e-05,-0.000231019,-0.0300287,-0.155449,0.108,48,7.65864,29,48,3/11/2021,N
Hoymiles Power Electronics Inc : HM-300NT [240V],240,0.548355,295.418,306.344,40,-1.41849e-05,-0.000231014,-0.0300287,-0.155449,0.108,48,7.65859,29,48,4/11/2023,N
Hoymiles Power Electronics Inc : HM-350N [240V],240,0.675633,349.496,362.54,40,-1.46103e-05,-0.000283308,-0.0323567,-0.154323,0.105,48,9.06349,33,48,4/11/2023,N
Hoymiles Power Electronics Inc : HM-350NA [240V],240,0.675633,349.5,362.544,40,-1.46103e-05,-0.000283317,-0.0323567,-0.154323,0.105,48,9.06359,33,48,3/11/2021,N
Hoymiles Power Electronics Inc : HM-350NT [240V],240,0.675633,349.496,362.54,40,-1.46103e-05,-0.000283308,-0.0323567,-0.154323,0.105,48,9.06349,33,48,4/11/2023,N
Hoymiles Power Electronics Inc : HM-400N [208V],208,1.39075,387.262,402.933,42,-3.70121e-05,-0.000342724,-0.0303584,-0.0672067,0.09,48,9.59365,38,48,n/a,N
Hoymiles Power Electronics Inc : HM-400N [240V],240,0.712964,382.542,396.351,42,-1.05231e-05,-0.000291691,-0.113572,-0.329596,0.105,48,9.43693,34,48,4/11/2023,N
Hoymiles Power Electronics Inc : HM-400NA [240V],240,0.712964,382.54,396.349,42,-1.05231e-05,-0.000291684,-0.113572,-0.329596,0.105,48,9.43688,34,48,3/11/2021,N
Hoymiles Power Electronics Inc : HM-400NT [208V],208,1.39075,387.262,402.933,42,-3.70121e-05,-0.000342724,-0.0303584,-0.0672067,0.09,48,9.59365,38,48,n/a,N
Hoymiles Power Electronics Inc : HM-400NT [240V],240,0.712964,382.542,396.351,42,-1.05231e-05,-0.000291691,-0.113572,-0.329596,0.105,48,9.43693,34,48,4/11/2023,N
Hoymiles Power Electronics Inc : HM-600N [240V],240,1.00135,591,612.976,37,-6.98154e-06,-0.000214298,-0.0532575,-0.179554,0.11,48,16.5669,29,48,4/21/2023,N
Hoymiles Power Electronics Inc : HM-600NT [240V],240,1.00135,591,612.976,37,-6.98154e-06,-0.000214298,-0.0532575,-0.179554,0.11,48,16.5669,29,48,4/21/2023,N
Hoymiles Power Electronics Inc : HM-700N [240V],240,1.1184,697,722.571,42,-4.53841e-06,-0.000286379,-0.0634198,-0.271908,0.11,48,17.2041,33,48,4/21/2023,N
Hoymiles Power Electronics Inc : HM-700NT [240V],240,1.1184,697,722.571,42,-4.53841e-06,-0.000286379,-0.0634198,-0.271908,0.11,48,17.2041,33,48,4/21/2023,N
Hoymiles Power Electronics Inc : HM-800N [208V],208,2.91615,767,797.921,42,-1.98717e-05,-2.64318e-05,0.00914608,-0.00141592,0.11,48,18.9981,34,48,n/a,N
Hoymiles Power Electronics Inc : HM-800N [240V],240,1.43228,767,795.035,42,-5.42141e-06,-0.000302425,-0.0766973,-0.265292,0.11,48,18.9294,34,48,4/21/2023,N
Hoymiles Power Electronics Inc : HM-800NT [208V],208,2.91615,767,797.921,42,-1.98717e-05,-2.64318e-05,0.00914608,-0.00141592,0.11,48,18.9981,34,48,n/a,N
Hoymiles Power Electronics Inc : HM-800NT [240V],240,1.43228,767,795.035,42,-5.42141e-06,-0.000302425,-0.0766973,-0.265292,0.11,48,18.9294,34,48,4/21/2023,N
Hoymiles Power Electronics Inc : HMS-1000-2T-NA [208V]??,208,3.65902,965.208,1004.25,42,-1.58224e-05,-2.62168e-05,0.0151609,0.00175268,0.11,48,23.9106,38,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1000-2T-NA [240V],240,3.66469,967,1006.11,42,-1.5798e-05,-2.62258e-05,0.0151609,0.00175272,0.11,48,23.9551,38,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1000-4D [240V],240,1.79562,1032,1068.78,37,-4.86559e-06,-9.50841e-05,-0.00089142,-0.0344256,0.03,48,28.886,27,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1000-4D-NA [240V],240,2.01648,985,1022.72,40,-8.90632e-06,-0.000269783,-0.0383628,-0.0887727,0.11,48,25.5679,32,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1000-4T [240V],240,1.79562,1032,1068.78,37,-4.86559e-06,-9.50841e-05,-0.00089142,-0.0344256,0.03,48,28.886,27,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1000-4T-NA [240V],240,2.01648,985,1022.72,40,-8.90632e-06,-0.000269783,-0.0383628,-0.0887727,0.11,48,25.5679,32,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1200-4D [240V],240,3.57171,1213,1263.95,40,-1.33634e-05,-0.000560105,-0.0378031,-0.0868401,0.01461,48,31.5987,32,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1200-4D-NA [240V],240,3.57171,1213,1263.95,40,-1.33634e-05,-0.000560105,-0.0378031,-0.0868401,0.01461,48,31.5987,32,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1200-4T [240V],240,3.57171,1213,1263.95,40,-1.33634e-05,-0.000560105,-0.0378031,-0.0868401,0.01461,48,31.5987,32,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1200-4T-NA [240V],240,3.57171,1213,1263.95,40,-1.33634e-05,-0.000560105,-0.0378031,-0.0868401,0.01461,48,31.5987,32,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1500-4D [240V],240,3.91094,1551,1609.53,42,-5.37041e-06,-0.000546252,-0.07683,-0.231669,0.03,48,38.3221,36,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1500-4D-NA [240V],240,2.30444,1439,1492.19,42,-2.34851e-06,-0.000354018,-0.0918932,-0.356893,0.11,48,35.5283,36,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1500-4T [240V],240,3.91094,1551,1609.53,42,-5.37041e-06,-0.000546252,-0.07683,-0.231669,0.03,48,38.3221,36,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1500-4T-NA [240V],240,2.30444,1439,1492.19,42,-2.34851e-06,-0.000354018,-0.0918932,-0.356893,0.11,48,35.5283,36,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1600-4T-NA [240V],240,5.75897,1447,1505.45,42,-1.09035e-05,-3.65223e-05,0.0042047,-0.00503159,0.11,48,35.8441,29,48,n/a,N
Hoymiles Power Electronics Inc : HMS-1800-4T-NA [240V],240,6.62326,1668,1735.6,42,-9.49831e-06,-4.20698e-05,0.00552265,-0.00552598,0.11,48,41.3239,32,48,n/a,N
Hoymiles Power Electronics Inc : HMS-2000-4T-NA [208V],208,7.62731,1926,2004.7,42,-8.25533e-06,-4.62355e-05,0.00695259,-0.00568952,0.11,48,47.731,34,48,n/a,N
Hoymiles Power Electronics Inc : HMS-2000-4T-NA [240V],240,7.6358,1928,2006.4,42,-8.25055e-06,-4.62786e-05,0.00694643,-0.00570046,0.11,48,47.7715,34,48,n/a,N
Hoymiles Power Electronics Inc : HMS-300-1A-NA [240V],240,0.548355,295.42,306.346,40,-1.41849e-05,-0.000231019,-0.0300287,-0.155449,0.108,48,7.65864,29,48,n/a,N
Hoymiles Power Electronics Inc : HMS-300-1D-NA [240V],240,0.548355,295.42,306.346,40,-1.41849e-05,-0.000231019,-0.0300287,-0.155449,0.108,48,7.65864,29,48,n/a,N
Hoymiles Power Electronics Inc : HMS-300-1T-NA [240V],240,0.548355,295.42,306.346,40,-1.41849e-05,-0.000231019,-0.0300287,-0.155449,0.108,48,7.65864,29,48,n/a,N
Hoymiles Power Electronics Inc : HMS-350-1A-NA [240V],240,1.29028,321.796,334.735,42,-4.88806e-05,-3.91637e-05,0.00596995,-0.00346274,0.09,48,7.96988,33,48,4/11/2023,N
Hoymiles Power Electronics Inc : HMS-350-1D-NA [240V],240,0.675633,349.5,362.544,40,-1.46103e-05,-0.000283317,-0.0323567,-0.154323,0.105,48,9.06359,33,48,n/a,N
Hoymiles Power Electronics Inc : HMS-350-1T-NA [240V],240,1.29028,321.796,334.735,42,-4.88806e-05,-3.91637e-05,0.00596995,-0.00346274,0.09,48,7.96988,33,48,4/11/2023,N
Hoymiles Power Electronics Inc : HMS-400-1A-NA [240V],240,1.444,361.796,376.369,42,-4.26101e-05,-2.6014e-05,0.0113116,-0.00170883,0.09,48,8.96117,34,48,4/11/2023,N
Hoymiles Power Electronics Inc : HMS-400-1D-NA [240V],240,0.71205,382.54,396.352,42,-1.05379e-05,-0.000294469,-0.113649,-0.330846,0.105,48,9.43694,34,48,n/a,N
Hoymiles Power Electronics Inc : HMS-400-1T-NA [240V],240,1.444,361.796,376.369,42,-4.26101e-05,-2.6014e-05,0.0113116,-0.00170883,0.09,48,8.96117,34,48,4/11/2023,N
Hoymiles Power Electronics Inc : HMS-450-1A-NA [240V],240,1.62549,411.279,427.915,42,-3.79032e-05,-1.53836e-05,0.0134839,0.00217473,0.09,48,10.1884,36,48,n/a,N
Hoymiles Power Electronics Inc : HMS-450-1T-NA [240V],240,1.62549,411.279,427.915,42,-3.79032e-05,-1.53836e-05,0.0134839,0.00217473,0.09,48,10.1884,36,48,n/a,N
Hoymiles Power Electronics Inc : HMS-500-1A-NA [240V],240,1.86121,476.161,495.483,42,-3.28839e-05,-5.73282e-05,0.019983,0.00162564,0.09,48,11.7972,38,48,n/a,N
Hoymiles Power Electronics Inc : HMS-500-1T-NA [240V],240,1.86121,476.161,495.483,42,-3.28839e-05,-5.73282e-05,0.019983,0.00162564,0.09,48,11.7972,38,48,n/a,N
Hoymiles Power Electronics Inc : HMS-600-2D-NA [240V],240,1.00135,591,612.976,37,-6.98154e-06,-0.000214298,-0.0532575,-0.179554,0.11,48,16.5669,29,48,n/a,N
Hoymiles Power Electronics Inc : HMS-600-2T-NA [240V],240,1.00135,591,612.976,37,-6.98154e-06,-0.000214298,-0.0532575,-0.179554,0.11,48,16.5669,29,48,n/a,N
Hoymiles Power Electronics Inc : HMS-700-2D-NA [240V],240,1.1184,697,722.571,42,-4.53841e-06,-0.000286379,-0.0634198,-0.271908,0.11,48,17.2041,33,48,n/a,N
Hoymiles Power Electronics Inc : HMS-700-2T-NA [240V],240,2.49527,642.201,668.127,42,-2.44745e-05,-6.06489e-05,0.00574902,-0.00634714,0.11,48,15.9078,33,48,3/13/2023,N
Hoymiles Power Electronics Inc : HMS-800-2D-NA [240V],240,1.43228,767,795.035,42,-5.42141e-06,-0.000302425,-0.0766973,-0.265292,0.11,48,18.9294,34,48,n/a,N
Hoymiles Power Electronics Inc : HMS-800-2T-NA [240V],240,2.80511,726.203,755.46,42,-2.14144e-05,-2.046e-05,0.00769512,-0.00159658,0.11,48,17.9871,34,48,3/13/2023,N
Hoymiles Power Electronics Inc : HMS-900-2T-NA [240V],240,3.05344,827.311,860.531,42,-1.79003e-05,-3.90024e-05,0.0224623,0.00569393,0.11,48,20.4888,36,48,n/a,N
Hoymiles Power Electronics Inc : HMT-1600-4T-208-NA [208V],208,11.25,1438,1496.52,38,-2.04554e-05,-0.000283901,-0.000269727,-0.020587,0.1559,48,39.3821,28,48,n/a,N
Hoymiles Power Electronics Inc : HMT-1800-4T-208-NA [208V],208,12.1318,1726,1801.56,39.5,-1.9576e-05,-9.58044e-05,0.00419267,-0.00458078,0.176,48,45.6091,31,48,n/a,N
Hoymiles Power Electronics Inc : HMT-2000-4T-208-NA [208V],208,14.5214,1919,2008.3,40,-2.11708e-05,8.4348e-05,0.0191861,0.0149818,0.176,48,50.2076,32,48,n/a,N
Hoymiles Power Electronics Inc : HYS-11.5LV-USG1 [240V],240,20.9849,11575,11971.4,380,-1.44315e-06,-1.02967e-05,-0.00195729,-0.000540833,6.6304,480,31.5038,300,480,8/12/2024,Y
Hoymiles Power Electronics Inc : HYS-3.8LV-USG1 [240V],240,22.0761,3796,3902.25,380,-2.63666e-06,-1.4634e-05,-0.000738339,-0.000833224,6.0401,480,10.2691,300,480,8/12/2024,Y
Hoymiles Power Electronics Inc : HYS-4.8LV-USG1 [240V],240,18.5977,4793,4931.03,380,-1.89026e-06,-1.53438e-05,-0.000471365,-0.000837371,5.7606,480,12.9764,300,480,8/12/2024,Y
Hoymiles Power Electronics Inc : HYS-6.0LV-USG1 [240V],240,18.0031,5995,6176.1,380,-1.758e-06,-1.63291e-05,-0.000775639,-0.00104283,5.8237,480,16.2529,300,480,8/12/2024,Y
Hoymiles Power Electronics Inc : HYS-7.6LV-USG1 [240V],240,24.0354,7708,7947.05,380,-1.70802e-06,-2.18174e-05,-0.00248231,-0.00312189,6.1397,480,20.9133,300,480,8/12/2024,Y
